mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,std dev,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,skewness,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,kurtosis,class-ID
1.51E-07,3.38E-05,-1.28E-05,-3.19E-06,5.52E-05,3.17E-05,0.048835,0.048802,0.048814,0.1056,0.10554,0.10551,0.001198,0.00084894,0.0010801,0.0012471,0.00070598,0.0013638,1.4989,1.4989,1.4988,1.5013,1.5012,1.501,0.0012814,0.55239,0.32718,7.68E-05,0.99361,0.58583,0.0063393,0.0062888,0.0063271,0.0078164,0.0077229,0.0076348,-0.7538,33.805,6.5287,-0.80773,7.8659,6.9814,-1.5021,-1.5021,-1.5021,-1.4965,-1.4966,-1.4966,6
6.07E-06,2.11E-05,0.00016857,-4.33E-06,1.03E-05,-2.98E-05,0.047614,0.047593,0.047425,0.10626,0.10625,0.10628,0.0013924,0.00091429,0.004185,0.0013865,0.001149,0.0016904,1.9993,1.9993,1.999,1.9942,1.9941,1.9938,0.010952,0.57452,2.6312,-0.0034732,-0.21038,-0.036976,0.0065643,0.006539,0.006878,0.0056854,0.0056623,0.0056704,-0.83136,19.254,20.956,-0.85106,12.398,4.6485,-1.4987,-1.4987,-1.498,-1.4989,-1.499,-1.499,6
-2.52E-06,1.91E-06,0.0002763,2.09E-05,2.78E-06,0.00017789,0.027914,0.027912,0.027636,0.10656,0.10655,0.10638,0.0028711,0.001719,0.0077945,0.002838,0.0015184,0.0040276,2.2023,2.2023,2.2016,2.1942,2.1942,2.1936,-0.012373,0.24711,0.35606,-0.0062839,0.035647,1.0031,-0.0026999,-0.0026939,-0.0025808,0.020259,0.020228,0.020134,-0.55892,2.8757,7.8399,-0.50201,0.48907,8.1225,-1.5016,-1.5016,-1.501,-1.4955,-1.4955,-1.4953,6
1.10E-05,4.34E-05,-0.00021094,2.10E-07,2.07E-05,2.75E-05,0.050277,0.050234,0.050445,0.070583,0.070563,0.070535,0.0021955,0.0011852,0.0027646,0.002159,0.0011761,0.0024539,1.2448,1.2448,1.2445,1.2479,1.2478,1.2473,-0.029159,0.23194,-0.92419,-0.012127,0.030241,0.35475,-0.013939,-0.01404,-0.013507,0.026688,0.026678,0.026435,-0.74898,1.3829,5.4871,-0.69887,0.8721,4.4454,-1.5051,-1.5051,-1.5048,-1.502,-1.5021,-1.502,6
2.23E-06,-3.24E-06,8.35E-05,1.60E-05,2.17E-05,0.00010642,0.038809,0.038812,0.038728,0.077114,0.077092,0.076986,0.0021797,0.0011015,0.0037696,0.002141,0.0011087,0.0024189,1.2478,1.2477,1.2472,1.2396,1.2396,1.2392,-0.0078192,0.096366,-0.29573,-0.018802,0.035457,1.1163,-0.01212,-0.012095,-0.012004,0.028097,0.02806,0.028036,-0.72518,1.0333,3.2959,-0.69504,0.048945,6.6471,-1.4979,-1.4979,-1.4975,-1.4988,-1.4988,-1.4989,6
1.15E-05,2.69E-05,-0.00018197,-2.95E-06,4.91E-05,0.00050974,0.029295,0.029268,0.02945,0.079749,0.0797,0.07919,0.0021893,0.0013117,0.0035922,0.002255,0.0011827,0.0038207,1.31,1.31,1.3094,1.3083,1.3082,1.3077,-0.020632,0.69443,0.16643,-0.020939,0.41035,0.99493,-0.0029184,-0.0029501,-0.0029099,0.0087895,0.0087607,0.0089199,-0.63402,6.5951,2.6732,-0.6586,1.7902,4.9673,-1.5067,-1.5067,-1.5063,-1.5001,-1.5,-1.5001,6
-6.21E-07,4.65E-05,-0.00068768,-5.04E-06,1.23E-05,-0.00038191,0.031449,0.031403,0.03209,0.11039,0.11038,0.11076,0.0025012,0.0016684,0.006793,0.0025258,0.0014502,0.0051247,1.706,1.7059,1.7047,1.7096,1.7096,1.7084,-0.015321,0.33189,-1.7638,-0.048957,-0.10537,-0.2674,-0.0083471,-0.0083527,-0.0078901,0.019008,0.018978,0.020377,-0.64277,2.9961,14.467,-0.57066,2.0931,5.0618,-1.5064,-1.5065,-1.5064,-1.4964,-1.4964,-1.4964,6
1.97E-06,8.40E-05,-0.00013674,4.35E-06,3.13E-05,0.00038246,0.05129,0.051206,0.051343,0.06955,0.069519,0.069136,0.0021918,0.0012137,0.0035314,0.0021488,0.0011799,0.0026208,1.2468,1.2467,1.2461,1.2461,1.2461,1.2455,-0.012935,0.4076,0.12061,-0.029418,0.063588,1.6107,-0.015025,-0.015161,-0.015548,0.025807,0.025757,0.025443,-0.74425,1.6648,4.1795,-0.71148,0.72075,6.2258,-1.5053,-1.5053,-1.5052,-1.5017,-1.5017,-1.5016,6
1.80E-05,5.23E-05,4.18E-05,-1.19E-06,-4.77E-05,-4.77E-05,0.035313,0.035261,0.035219,0.076657,0.076705,0.076753,0.0022281,0.0011485,0.0019954,0.0022312,0.0012666,0.0036449,1.3223,1.3222,1.3218,1.3189,1.3188,1.318,-0.030703,0.099715,-0.4571,-0.0042999,-0.14711,0.17386,-0.0069637,-0.0070438,-0.0068806,0.026639,0.026738,0.026514,-0.71337,0.30863,3.856,-0.7183,1.7261,6.5233,-1.5047,-1.5047,-1.5043,-1.4991,-1.4992,-1.4997,6
-9.80E-06,9.20E-06,-0.00024662,6.32E-06,2.31E-05,0.0001295,0.049943,0.049934,0.050181,0.07283,0.072806,0.072677,0.0022323,0.0012474,0.0031546,0.0021404,0.0011025,0.0035239,1.2466,1.2465,1.2458,1.2433,1.2433,1.2426,0.0024475,0.14292,-0.58691,-0.018876,0.1254,-0.18702,-0.013717,-0.013738,-0.013247,0.032175,0.032136,0.032002,-0.73124,1.357,11.081,-0.7012,0.21728,6.1535,-1.5005,-1.5006,-1.5004,-1.4976,-1.4976,-1.4974,6
-5.27E-07,-8.46E-07,-2.75E-05,-1.31E-06,2.22E-06,-3.11E-07,0.059413,0.059414,0.059441,0.10904,0.10903,0.10903,0.00079804,0.00024372,0.00052822,0.00079197,0.00027499,0.00054314,1.699,1.699,1.699,1.6974,1.6974,1.6974,0.003583,-0.10525,-0.75381,0.0047832,-0.12651,0.14128,0.0056509,0.0056545,0.0056905,-0.001299,-0.0012963,-0.0012876,-0.50707,1.6343,10.202,-0.49183,3.7745,5.7263,-1.4975,-1.4975,-1.4975,-1.4992,-1.4992,-1.4991,6
2.22E-06,1.88E-06,-9.73E-06,9.31E-07,-6.12E-06,-1.51E-05,0.055618,0.055617,0.055626,0.10971,0.10972,0.10974,0.00076007,0.00022842,0.00058771,0.0007546,0.00025826,0.00077988,0.86018,0.86017,0.86016,0.86145,0.86144,0.86142,-0.0077258,-0.064838,-0.16056,0.00099815,-0.14574,-0.25492,0.010983,0.011004,0.01101,-0.0018827,-0.0018785,-0.001816,-0.65139,2.8028,4.0839,-0.63319,12.274,7.1216,-1.4959,-1.4959,-1.4959,-1.4936,-1.4936,-1.4936,6
-2.57E-06,-4.52E-07,1.03E-05,-3.50E-06,-2.41E-06,-1.16E-06,0.060656,0.060657,0.060647,0.11148,0.11148,0.11148,0.00080217,0.00024103,0.00057343,0.00079886,0.00033596,0.00052273,1.6812,1.6811,1.6811,1.6768,1.6767,1.6767,0.013324,0.061564,0.59115,0.0070712,0.55094,0.43908,0.0057106,0.0057124,0.0056895,-0.0028297,-0.0028164,-0.0028111,-0.49027,1.0408,14.191,-0.49225,24.25,10.042,-1.4987,-1.4987,-1.4987,-1.5,-1.5,-1.5,6
4.11E-06,9.96E-05,0.00025061,-3.79E-06,2.39E-05,-0.00024063,0.053716,0.053617,0.053366,0.092731,0.092707,0.092948,0.002872,0.0018455,0.004508,0.0028459,0.0017499,0.011028,2.197,2.1969,2.1961,2.2004,2.2003,2.1983,-0.0065157,0.75593,0.367,-0.0098073,-0.1586,-0.35046,0.015247,0.015191,0.015098,0.0017207,0.0017557,0.0021372,-0.4448,4.1928,9.2571,-0.59751,1.8425,4.2131,-1.5049,-1.5049,-1.5047,-1.4964,-1.4964,-1.4952,6
6.01E-06,2.46E-05,-7.51E-05,4.96E-06,4.30E-05,0.00010017,0.044846,0.044822,0.044897,0.076691,0.076648,0.076548,0.0021337,0.0011234,0.0030714,0.002192,0.0010996,0.0028418,1.2415,1.2415,1.241,1.2386,1.2385,1.2381,-0.01934,-0.026596,-0.43213,-0.024383,0.15711,-0.24038,-0.0067318,-0.0067377,-0.0074096,0.017373,0.017337,0.017455,-0.67255,0.82069,2.3657,-0.64453,0.12039,6.3937,-1.5043,-1.5043,-1.5042,-1.5015,-1.5015,-1.5014,6
2.68E-06,-1.49E-05,0.00042582,-4.62E-07,1.38E-05,5.72E-05,0.046365,0.046379,0.045954,0.070053,0.070039,0.069982,0.0021448,0.0012057,0.0052472,0.002156,0.0012396,0.0026331,1.2504,1.2503,1.2499,1.2423,1.2422,1.2417,-0.015389,-0.14426,2.5527,-0.012681,-0.029194,-0.15691,0.0085262,0.0085391,0.0097454,0.028099,0.028163,0.028357,-0.67408,2.9183,12.438,-0.74357,1.5078,4.5823,-1.4954,-1.4954,-1.4953,-1.5034,-1.5036,-1.5037,6
-2.03E-05,9.63E-06,-0.00012001,1.97E-05,2.66E-06,0.00037087,0.038603,0.038593,0.038713,0.096061,0.096058,0.095687,0.0028205,0.0016898,0.0041112,0.0028567,0.0017763,0.0050635,2.2029,2.2028,2.2021,2.1928,2.1926,2.1922,0.00069454,0.045566,-0.039981,-0.015708,-0.20162,0.994,-0.0052062,-0.0051945,-0.0049346,0.0054593,0.0055442,0.0060298,-0.5167,2.1846,2.8984,-0.52236,2.5729,5.4905,-1.4991,-1.4991,-1.4992,-1.5018,-1.5019,-1.5017,6
9.31E-06,6.77E-05,-0.00019293,-4.59E-06,2.17E-05,-0.00030984,0.039991,0.039923,0.040116,0.075415,0.075393,0.075703,0.002227,0.001189,0.0028985,0.0022383,0.0013237,0.0040354,1.3245,1.3245,1.3238,1.3182,1.3181,1.3175,-0.020704,0.29868,-0.35952,-0.0072801,0.33176,-1.571,-0.0019295,-0.0020147,-0.001791,0.030434,0.03044,0.030426,-0.72138,0.66988,2.8107,-0.70703,3.337,9.1935,-1.5053,-1.5054,-1.5054,-1.4992,-1.4992,-1.4987,6
3.11E-06,8.30E-05,-0.0001227,-1.11E-06,3.46E-05,-2.33E-05,0.026616,0.026533,0.026656,0.11738,0.11734,0.11736,0.0029005,0.0016957,0.0034071,0.0028321,0.0019755,0.0051608,2.192,2.192,2.1914,2.1977,2.1975,2.1965,-0.0019694,0.27589,-1.0794,-0.02536,0.28786,-0.32919,-0.0018847,-0.0019534,-0.0020315,0.021216,0.021239,0.02105,-0.52514,2.3483,8.7458,-0.53345,3.8645,4.6367,-1.5048,-1.5048,-1.5046,-1.4977,-1.4977,-1.4975,6
-2.80E-06,6.99E-05,0.00012791,2.83E-05,4.65E-05,-5.38E-05,0.027079,0.027009,0.026881,0.10502,0.10498,0.10503,0.0028992,0.0016735,0.006173,0.0028209,0.0017013,0.0043518,2.2039,2.2038,2.203,2.2022,2.2021,2.2015,-0.01345,0.078997,0.86213,-0.018302,-0.02112,-0.85265,-0.0017762,-0.0017945,-0.0010393,0.023378,0.023389,0.023412,-0.54879,1.3353,11.776,-0.55702,2.0706,5.8006,-1.5022,-1.5022,-1.5015,-1.4927,-1.4927,-1.493,6
-5.36E-06,-2.01E-05,-9.65E-05,-2.52E-06,3.08E-06,4.10E-05,0.048822,0.048843,0.048939,0.10749,0.10749,0.10744,0.0012088,0.00089465,0.0015377,0.0012054,0.00059294,0.0012031,1.5153,1.5153,1.515,1.515,1.515,1.5148,0.011129,-0.63231,-0.18608,-0.00010087,0.095514,1.2157,0.0061513,0.0061947,0.0063694,0.007488,0.0074815,0.0073996,-0.78528,25.474,9.5984,-0.73341,1.1058,8.7737,-1.4998,-1.4998,-1.4999,-1.499,-1.499,-1.4989,6
2.90E-07,3.97E-05,-8.57E-06,-3.26E-06,1.81E-05,-6.23E-05,0.046637,0.046597,0.046606,0.10889,0.10887,0.10893,0.0011921,0.0007763,0.0011687,0.0012236,0.00081429,0.0025164,1.5016,1.5015,1.5014,1.5018,1.5017,1.5013,0.0041257,2.0169,0.97182,-0.0044132,-0.43255,-0.45502,0.0077696,0.0076881,0.0077011,0.0089026,0.0088795,0.0089437,-0.7465,24.646,11.937,-0.77589,14.129,7.3019,-1.5003,-1.5004,-1.5003,-1.4953,-1.4953,-1.4953,6
-2.81E-06,8.82E-06,-3.46E-05,-1.46E-06,3.06E-05,9.64E-05,0.050668,0.050659,0.050694,0.10692,0.10689,0.10679,0.0011884,0.00079441,0.001235,0.0011981,0.00063902,0.0018326,1.5117,1.5116,1.5116,1.5119,1.5119,1.5117,0.0020051,0.85051,-0.45532,-0.011898,0.84186,0.87879,0.0083001,0.0082714,0.0083391,0.0075407,0.0074784,0.0073887,-0.72964,12.437,6.7716,-0.73773,5.38,11.383,-1.4995,-1.4995,-1.4995,-1.4976,-1.4977,-1.4978,6
-1.74E-07,2.27E-06,-7.30E-06,-1.54E-06,1.22E-06,-1.54E-05,0.04099,0.040988,0.040995,0.10918,0.10918,0.1092,0.0010587,0.00053526,0.00079527,0.0011187,0.00050809,0.00077916,1.0648,1.0648,1.0648,1.0678,1.0678,1.0677,-0.002989,-0.42217,-0.34896,-0.0049863,-0.24859,0.32833,0.0014619,0.0014673,0.0014652,0.010362,0.010382,0.010404,-0.61242,12.195,8.222,-0.71169,6.6443,6.1677,-1.4995,-1.4995,-1.4995,-1.4956,-1.4956,-1.4955,6
5.39E-06,-3.84E-06,2.06E-05,4.00E-06,-5.25E-07,2.65E-06,0.054538,0.054542,0.054521,0.11396,0.11396,0.11396,0.00076045,0.00021486,0.00067842,0.00075501,0.0002265,0.00059515,0.8565,0.8565,0.85648,0.85634,0.85634,0.85633,-0.0032186,-0.063488,0.50125,-0.0029618,-8.15E-06,0.20657,0.010325,0.010339,0.01033,-0.0019609,-0.0019655,-0.0019362,-0.64839,2.5308,7.377,-0.63666,3.2181,3.7852,-1.4981,-1.4981,-1.4981,-1.4936,-1.4936,-1.4937,6
-6.00E-06,-3.36E-05,-5.95E-06,9.69E-06,7.77E-05,-0.00022187,0.054826,0.05486,0.054866,0.09571,0.095632,0.095854,0.0028775,0.0017043,0.0033503,0.0028505,0.001955,0.0058526,2.2023,2.2022,2.2016,2.2065,2.2064,2.2051,-0.0097821,-0.48151,-0.36175,-0.0048406,0.25733,-0.51952,0.015616,0.015701,0.015637,0.0024911,0.0024593,0.0030408,-0.43991,1.9809,4.2842,-0.58186,4.812,7.0419,-1.5046,-1.5046,-1.5044,-1.4952,-1.4952,-1.4953,6
5.86E-06,6.16E-05,0.00013605,5.00E-06,2.43E-05,3.85E-06,0.033417,0.033356,0.03322,0.1152,0.11517,0.11517,0.0028626,0.0019566,0.0037351,0.0028613,0.0017006,0.0046885,2.1933,2.1932,2.1926,2.195,2.195,2.1942,-0.024917,0.45965,0.092834,-0.011445,-0.13465,-0.58249,0.0015649,0.0015549,0.0014604,0.019193,0.019122,0.019166,-0.54718,7.3839,4.9822,-0.55071,1.3104,3.8326,-1.5078,-1.5078,-1.5076,-1.497,-1.4971,-1.4971,6
1.25E-05,3.65E-05,0.00033213,-2.99E-06,-5.38E-05,0.0003105,0.035299,0.035262,0.03493,0.10251,0.10256,0.10225,0.0024479,0.0013992,0.0033385,0.0025391,0.0014078,0.0038693,1.7094,1.7094,1.7087,1.7048,1.7047,1.7038,-0.0028858,0.1171,0.79902,-0.02633,-0.34111,0.75783,-0.0057449,-0.0057598,-0.005855,0.0045241,0.0045698,0.0044873,-0.64408,1.3192,5.1913,-0.59542,2.9572,4.3841,-1.5029,-1.5029,-1.5025,-1.4982,-1.4981,-1.4981,6
1.10E-07,-5.13E-07,5.41E-06,1.11E-06,-8.79E-07,1.33E-05,0.063113,0.063114,0.063109,0.11445,0.11445,0.11444,0.00080497,0.00024859,0.00072204,0.0007942,0.00025509,0.00069255,1.6855,1.6855,1.6855,1.6854,1.6853,1.6853,0.00054049,-0.13767,0.30615,-0.0041368,-0.21965,0.78516,0.0044972,0.0045019,0.004512,-0.0039078,-0.0038987,-0.0039096,-0.52362,5.9664,14.593,-0.47403,4.4773,35.188,-1.4979,-1.4979,-1.4979,-1.499,-1.499,-1.499,6
4.31E-06,3.24E-05,-0.00015164,-6.11E-07,3.52E-05,0.00012851,0.050813,0.05078,0.050932,0.070233,0.070198,0.070069,0.002166,0.0011242,0.0037787,0.0021712,0.0010941,0.0036144,1.2477,1.2476,1.2468,1.247,1.2469,1.2461,-0.016984,0.20469,-0.087913,-0.012349,0.052066,0.23599,-0.014261,-0.014313,-0.014549,0.026065,0.026029,0.025639,-0.72851,0.61932,8.4369,-0.69643,-0.17134,1.1601,-1.5047,-1.5048,-1.5048,-1.502,-1.5021,-1.5022,6
1.55E-05,-2.46E-06,-0.000228,-1.21E-05,4.92E-05,-0.00011975,0.047617,0.04762,0.047848,0.10295,0.1029,0.10302,0.002491,0.0013484,0.0055117,0.0025257,0.0017185,0.0067062,1.7095,1.7095,1.709,1.7124,1.7124,1.7111,-0.020833,0.015983,-0.65598,-0.0063464,2.177,0.32204,0.0070069,0.0070189,0.006488,-0.00020502,-0.0002892,-0.00010229,-0.59639,-0.0080688,9.3768,-0.64703,16.666,6.3854,-1.5037,-1.5037,-1.5036,-1.4943,-1.4943,-1.4941,6
1.51E-06,-3.27E-05,0.00023278,1.34E-05,4.41E-05,-9.94E-05,0.026293,0.026326,0.026093,0.1132,0.11316,0.11326,0.0025156,0.0015379,0.0048359,0.0024867,0.00133,0.0036116,1.7132,1.7131,1.7121,1.7143,1.7143,1.7136,-0.0071793,-0.0060057,1.5189,-0.016907,0.1565,-0.20832,-0.0088901,-0.0088454,-0.0092698,0.023583,0.023538,0.023955,-0.62125,1.0137,8.7389,-0.63701,1.7158,5.492,-1.5021,-1.5022,-1.502,-1.4929,-1.493,-1.4929,6
-4.07E-07,1.93E-05,5.72E-05,-2.54E-06,5.17E-06,-6.83E-05,0.050744,0.050725,0.050668,0.107,0.10699,0.10706,0.0012062,0.0007195,0.0015921,0.0011899,0.00055321,0.0015596,1.5137,1.5137,1.5136,1.5139,1.5139,1.5138,0.00090744,0.49916,1.3153,0.00075897,-0.067125,-0.2659,0.0058994,0.005873,0.005734,0.0068868,0.0068824,0.006844,-0.71495,10.98,9.0323,-0.7596,1.7104,6.8901,-1.4987,-1.4987,-1.4986,-1.4996,-1.4996,-1.4995,6
3.76E-06,-6.12E-06,-3.96E-05,-7.51E-06,-4.75E-07,-1.22E-05,0.04912,0.049126,0.049166,0.10981,0.10981,0.10982,0.0013808,0.00068469,0.001665,0.0013324,0.00068384,0.0013761,1.9968,1.9968,1.9966,1.9933,1.9933,1.9932,-0.0083074,0.088508,0.10894,0.0040766,-0.020745,-0.063896,0.0066885,0.0066901,0.0066604,0.00442,0.0044255,0.0044967,-0.83912,2.6711,5.7041,-0.82485,1.4555,6.2484,-1.502,-1.502,-1.5018,-1.5001,-1.5001,-1.5001,6
6.42E-06,5.02E-05,1.37E-06,-5.14E-06,-1.98E-05,-3.26E-05,0.036548,0.036498,0.036496,0.079512,0.079532,0.079564,0.0021413,0.0011568,0.0025633,0.002177,0.0011702,0.0038287,1.2473,1.2473,1.2467,1.2381,1.2381,1.2372,-0.0054735,0.52969,-0.16168,-0.0090903,-0.21663,-0.99087,-0.013827,-0.013935,-0.013846,0.017472,0.017492,0.017235,-0.71994,3.4066,2.1159,-0.68257,0.45774,5.9628,-1.4966,-1.4966,-1.4965,-1.5057,-1.5057,-1.5051,6
-1.16E-06,-9.19E-06,7.35E-05,1.11E-05,-4.01E-06,-0.00025543,0.030424,0.030433,0.03036,0.11076,0.11077,0.11102,0.0025215,0.0013939,0.0031792,0.0024738,0.001302,0.0059354,1.7117,1.7116,1.7108,1.716,1.7159,1.7149,-0.013157,0.036029,-0.50147,-0.010618,-0.20553,-0.41815,-0.0075808,-0.0075692,-0.0075906,0.023013,0.023045,0.023231,-0.61494,0.45424,4.4749,-0.61819,0.86338,10.074,-1.5036,-1.5036,-1.5039,-1.4934,-1.4934,-1.4934,6
2.43E-07,-2.03E-06,2.20E-05,-1.67E-07,1.72E-06,2.77E-05,0.056287,0.056289,0.056267,0.1081,0.1081,0.10808,0.00078287,0.00033519,0.00050106,0.0007819,0.0002687,0.00066286,1.2829,1.2829,1.2829,1.2811,1.2811,1.2811,0.0065304,0.82643,0.30242,-0.0023369,0.52965,1.7621,0.0049187,0.0049182,0.0048837,-0.00065155,-0.00065371,-0.00067641,-0.58474,34.372,3.4792,-0.5743,8.9543,17.09,-1.4978,-1.4978,-1.4978,-1.4954,-1.4954,-1.4954,6
-1.46E-06,6.95E-05,2.62E-05,-2.31E-07,2.29E-06,-2.18E-05,0.061352,0.061282,0.061256,0.10746,0.10746,0.10748,0.00080217,0.0010443,0.0006794,0.00079447,0.00027619,0.00069704,1.6818,1.6817,1.6817,1.6811,1.6811,1.6811,0.0086767,8.7562,1.8617,0.0010224,0.22992,-0.56066,0.0057663,0.0056523,0.0056143,-0.0024108,-0.0024152,-0.0024232,-0.47285,117.19,27.692,-0.51436,6.6984,9.9051,-1.4967,-1.4967,-1.4967,-1.4984,-1.4984,-1.4984,6
1.00E-05,3.39E-06,0.00016076,2.09E-05,4.74E-05,-0.00037552,0.02959,0.029587,0.029426,0.10919,0.10915,0.10952,0.0029198,0.0020763,0.0046403,0.0028155,0.0017035,0.0044531,2.1959,2.1958,2.1949,2.1996,2.1996,2.1987,-0.01791,-0.13146,0.70598,-0.023057,0.13247,0.26353,-0.0030958,-0.0030873,-0.0030563,0.024271,0.024226,0.024334,-0.52707,7.0307,6.5722,-0.52516,2.1271,4.7888,-1.5037,-1.5037,-1.5038,-1.4912,-1.4911,-1.4909,6
-2.71E-06,1.24E-05,9.49E-05,4.61E-06,4.66E-05,-1.19E-05,0.033417,0.033404,0.033309,0.075879,0.075832,0.075844,0.0022393,0.0013212,0.0019262,0.0022133,0.0012219,0.0025795,1.3198,1.3198,1.3194,1.3204,1.3203,1.3197,-0.014288,0.082924,0.46584,-0.017553,0.34182,-0.88393,-0.0096202,-0.0096398,-0.0095385,0.027391,0.027328,0.027584,-0.71757,2.3653,4.44,-0.71806,1.9141,4.0138,-1.5037,-1.5037,-1.5038,-1.4994,-1.4995,-1.4995,6
-2.02E-06,3.17E-05,4.51E-05,-1.06E-06,-1.71E-05,-8.63E-05,0.047851,0.047819,0.047774,0.10875,0.10876,0.10885,0.001379,0.00089227,0.0016194,0.0013335,0.00098867,0.00182,1.9948,1.9948,1.9946,1.9906,1.9905,1.9903,0.0035275,0.13013,-0.04013,0.00016861,0.22932,-1.1043,0.0057658,0.0057405,0.0056976,0.001572,0.0016066,0.001678,-0.85681,30.202,6.5975,-0.78555,30.94,12.068,-1.5,-1.5,-1.5,-1.5011,-1.5011,-1.501,6
1.20E-05,6.12E-05,0.00013332,-9.08E-06,5.78E-05,0.00010721,0.040874,0.040813,0.040679,0.075249,0.075191,0.075084,0.0022134,0.0011747,0.0022682,0.0022401,0.0012267,0.0030496,1.3238,1.3237,1.3234,1.3209,1.3208,1.3203,-0.028251,0.14659,0.30145,-0.0015404,0.10424,0.79783,-0.0016375,-0.0017238,-0.0019293,0.028835,0.028743,0.02893,-0.70383,0.14054,4.6656,-0.69306,0.75889,4.1235,-1.5043,-1.5044,-1.5042,-1.4997,-1.4998,-1.4997,6
7.84E-06,3.65E-05,-0.00019002,9.83E-06,-6.30E-05,0.00017426,0.02761,0.027574,0.027764,0.10657,0.10664,0.10646,0.0028995,0.001632,0.0042913,0.002827,0.0020145,0.0051556,2.2014,2.2013,2.2006,2.1997,2.1996,2.1987,-0.014134,-0.078883,-0.61165,-0.01883,0.41737,0.94416,-0.0033489,-0.0033468,-0.0035384,0.022093,0.022154,0.022402,-0.52859,1.078,5.0099,-0.53343,15.251,6.5881,-1.5048,-1.5049,-1.5049,-1.4907,-1.4908,-1.4902,6
1.16E-05,8.69E-06,0.0012496,4.30E-07,2.86E-05,-1.72E-05,0.03099,0.030981,0.029732,0.075376,0.075347,0.075365,0.0022764,0.001155,0.0071161,0.0021661,0.0013158,0.0037408,1.3236,1.3236,1.3235,1.3233,1.3232,1.3225,-0.021921,2.97E-05,2.1596,-0.011393,0.18618,-1.0079,-0.010767,-0.010776,-0.012021,0.028893,0.028898,0.028949,-0.69002,-0.11586,16.735,-0.71536,1.3569,11.707,-1.5019,-1.502,-1.5008,-1.4972,-1.4973,-1.4977,6
3.77E-06,-2.00E-06,-5.99E-07,1.08E-06,3.63E-06,1.19E-05,0.067369,0.067371,0.067371,0.10986,0.10986,0.10984,0.00079389,0.00025982,0.00041793,0.00079598,0.00027286,0.00064206,1.6714,1.6714,1.6714,1.6663,1.6663,1.6663,-0.003387,-0.18802,0.017131,-0.0051631,0.053496,0.53313,0.00096556,0.00097197,0.00096568,-0.005192,-0.0051884,-0.0051947,-0.48232,2.6372,5.008,-0.51625,3.2279,9.5843,-1.4984,-1.4984,-1.4984,-1.4958,-1.4958,-1.4958,6
-1.26E-06,4.02E-06,4.14E-05,4.12E-06,-7.66E-06,-1.57E-05,0.056946,0.056942,0.0569,0.11203,0.11204,0.11206,0.00076422,0.00024884,0.00073873,0.00075988,0.00024763,0.00066568,0.85799,0.85799,0.85802,0.8572,0.85719,0.85721,0.010513,0.066555,2.4362,-0.0072289,-1.7985,-0.079547,0.013824,0.013825,0.013781,-0.0019792,-0.0019944,-0.0020179,-0.64741,5.7704,21.825,-0.62161,18.536,4.9689,-1.4946,-1.4946,-1.4947,-1.4964,-1.4964,-1.4964,6
-1.57E-06,7.28E-07,2.79E-05,-4.44E-08,-4.36E-06,6.16E-06,0.056161,0.05616,0.056132,0.10689,0.1069,0.10689,0.00079969,0.0002584,0.00066664,0.00078395,0.00026671,0.00066767,1.6981,1.6981,1.6981,1.6954,1.6953,1.6953,0.0072739,-0.13119,1.314,-0.001873,-0.10524,-0.1353,0.00627,0.0062718,0.0062692,-0.00024275,-0.00024241,-0.00027032,-0.49703,3.2588,29.501,-0.465,5.8212,16.123,-1.4985,-1.4985,-1.4985,-1.4994,-1.4994,-1.4994,6
1.16E-05,3.02E-05,0.00026699,3.03E-06,5.34E-05,5.42E-05,0.033643,0.033612,0.033345,0.077874,0.077821,0.077766,0.0022646,0.0013642,0.0034718,0.0021606,0.0014537,0.0028891,1.323,1.3229,1.3223,1.3224,1.3223,1.3219,-0.013967,0.074693,0.5426,-0.025275,0.32073,0.35034,-0.0092116,-0.0092161,-0.0094268,0.031823,0.031736,0.031535,-0.68587,4.1357,3.6061,-0.71466,4.0607,9.4727,-1.5021,-1.5022,-1.5019,-1.4952,-1.4953,-1.4952,6
5.68E-06,4.39E-06,-0.00045886,-4.63E-06,1.93E-06,-0.00019037,0.028506,0.028502,0.028961,0.10975,0.10975,0.10994,0.0025037,0.0015659,0.0066724,0.0024896,0.0013853,0.0062472,1.7072,1.707,1.7059,1.711,1.711,1.7097,-0.010038,-0.13337,-0.64982,-0.011033,-0.1332,-1.2492,-0.0085984,-0.0085983,-0.0083208,0.018207,0.018238,0.018187,-0.65988,1.4226,4.3731,-0.6335,1.4546,6.6029,-1.5049,-1.5049,-1.5046,-1.4962,-1.4962,-1.4955,6
